order_id,customer_id,order_date,order_status,total_amount,payment_method
ORD-000694,CUS-00212,2023-02-02 00:00:00,cancelled,81.49,debit_card
ORD-000695,CUS-00464,2022-09-06 00:00:00,processing,424.07,bank_transfer
ORD-000696,CUS-00195,2022-06-23 00:00:00,delivered,226.1,credit_card
ORD-000697,CUS-00253,2022-05-30 00:00:00,delivered,146.26,credit_card
ORD-000698,CUS-00216,2022-11-03 00:00:00,shipped,629.39,credit_card
ORD-000699,CUS-00129,2022-09-10 00:00:00,pending,505.65,debit_card
ORD-000700,CUS-00316,2022-07-20 00:00:00,shipped,98.97,credit_card
ORD-000701,CUS-00004,2023-02-10 00:00:00,delivered,675.67,paypal
ORD-000702,CUS-00412,2024-06-01 00:00:00,delivered,360.57,paypal
ORD-000703,CUS-00418,2024-04-23 00:00:00,cancelled,526.06,debit_card
ORD-000704,CUS-00070,2022-11-04 00:00:00,delivered,488.52,bank_transfer
ORD-000705,CUS-00103,2023-05-06 00:00:00,delivered,154.45,paypal
ORD-000706,CUS-00496,2022-11-23 00:00:00,delivered,591.88,bank_transfer
ORD-000707,CUS-00252,2023-08-13 00:00:00,cancelled,205.3,paypal
ORD-000708,CUS-00144,2024-04-16 00:00:00,cancelled,323.45,credit_card
ORD-000709,CUS-00478,2023-08-01 00:00:00,delivered,479.9,debit_card
ORD-000710,CUS-00093,2023-11-30 00:00:00,cancelled,446.83,bank_transfer
ORD-000711,CUS-00237,2023-12-27 00:00:00,delivered,359.19,credit_card
ORD-000712,CUS-00426,2023-12-11 00:00:00,delivered,657.89,apple_pay
ORD-000713,CUS-00408,2023-02-23 00:00:00,pending,406.95,bank_transfer
ORD-000714,CUS-00156,2022-09-05 00:00:00,delivered,532.05,bank_transfer
ORD-000715,CUS-00217,2024-03-19 00:00:00,shipped,73.06,debit_card
ORD-000716,CUS-00246,2023-08-20 00:00:00,shipped,434.48,apple_pay
ORD-000717,CUS-00355,2023-03-05 00:00:00,processing,43.86,credit_card
ORD-000718,CUS-00360,2024-04-11 00:00:00,processing,481.15,credit_card
ORD-000719,CUS-00056,2024-02-27 00:00:00,delivered,531.22,credit_card
ORD-000720,CUS-00086,2023-10-25 00:00:00,processing,49.77,bank_transfer
ORD-000721,CUS-00347,2023-10-25 00:00:00,shipped,773.95,credit_card
ORD-000722,CUS-00495,2024-03-26 00:00:00,shipped,98.17,credit_card
ORD-000723,CUS-00133,2022-08-16 00:00:00,processing,601.28,debit_card
ORD-000724,CUS-00298,2023-12-06 00:00:00,processing,188.51,credit_card
ORD-000725,CUS-00201,2023-04-20 00:00:00,cancelled,548.45,bank_transfer
ORD-000726,CUS-00257,2022-06-04 00:00:00,delivered,798.2,paypal
ORD-000727,CUS-00054,2022-10-30 00:00:00,shipped,737.63,credit_card
ORD-000728,CUS-00060,2024-05-01 00:00:00,pending,126.22,credit_card
ORD-000729,CUS-00176,2023-04-12 00:00:00,cancelled,177.39,paypal
ORD-000730,CUS-00179,2023-05-03 00:00:00,delivered,358.96,bank_transfer
ORD-000731,CUS-00232,2022-11-23 00:00:00,delivered,250.71,apple_pay
ORD-000732,CUS-00364,2022-04-28 00:00:00,delivered,681.61,bank_transfer
ORD-000733,CUS-00056,2023-11-25 00:00:00,cancelled,144.02,bank_transfer
ORD-000734,CUS-00125,2023-06-13 00:00:00,delivered,448.25,credit_card
ORD-000735,CUS-00287,2023-03-13 00:00:00,shipped,197.01,paypal
ORD-000736,CUS-00323,2022-07-08 00:00:00,delivered,517.78,paypal
ORD-000737,CUS-00203,2022-01-30 00:00:00,pending,497.07,credit_card
ORD-000738,CUS-00231,2023-08-30 00:00:00,shipped,320.24,bank_transfer
ORD-000739,CUS-00110,2022-07-30 00:00:00,delivered,605.58,apple_pay
ORD-000740,CUS-00408,2022-03-06 00:00:00,processing,94.88,apple_pay
ORD-000741,CUS-00275,2022-07-11 00:00:00,delivered,270.9,paypal
ORD-000742,CUS-00059,2022-09-26 00:00:00,pending,692.17,debit_card
ORD-000743,CUS-00495,2023-10-17 00:00:00,delivered,483.62,debit_card
ORD-000744,CUS-00201,2023-08-25 00:00:00,delivered,288.12,apple_pay
ORD-000745,CUS-00235,2023-09-25 00:00:00,delivered,653.78,bank_transfer
ORD-000746,CUS-00410,2022-11-01 00:00:00,processing,478.28,bank_transfer
ORD-000747,CUS-00069,2022-11-17 00:00:00,delivered,202.28,credit_card
ORD-000748,CUS-00094,2023-01-18 00:00:00,pending,125.97,paypal
ORD-000749,CUS-00215,2023-09-03 00:00:00,delivered,466.22,paypal
ORD-000750,CUS-00096,2023-05-14 00:00:00,pending,436.84,bank_transfer
ORD-000751,CUS-00477,2022-06-27 00:00:00,processing,145.99,credit_card
ORD-000752,CUS-00072,2022-07-11 00:00:00,delivered,675.96,debit_card
ORD-000753,CUS-00028,2024-06-05 00:00:00,delivered,762.2,paypal
ORD-000754,CUS-00070,2022-07-19 00:00:00,cancelled,316.4,debit_card
ORD-000755,CUS-00259,2023-10-31 00:00:00,shipped,336.17,paypal
ORD-000756,CUS-00213,2023-12-29 00:00:00,cancelled,363.42,credit_card
ORD-000757,CUS-00043,2023-08-02 00:00:00,delivered,639.77,credit_card
ORD-000758,CUS-00150,2022-02-03 00:00:00,delivered,191.5,credit_card
ORD-000759,CUS-00087,2024-03-10 00:00:00,shipped,459.04,apple_pay
ORD-000760,CUS-00393,2023-05-23 00:00:00,processing,415.98,debit_card
ORD-000761,CUS-00059,2022-10-02 00:00:00,cancelled,441.34,credit_card
ORD-000762,CUS-00278,2024-04-22 00:00:00,cancelled,47.66,bank_transfer
ORD-000763,CUS-00226,2023-07-14 00:00:00,delivered,791.97,credit_card
ORD-000764,CUS-00377,2024-04-29 00:00:00,pending,604.81,credit_card
ORD-000765,CUS-00448,2022-02-03 00:00:00,shipped,221.31,apple_pay
ORD-000766,CUS-00419,2022-03-31 00:00:00,shipped,694.25,credit_card
ORD-000767,CUS-00398,2024-04-11 00:00:00,delivered,179.75,bank_transfer
ORD-000768,CUS-00302,2023-12-07 00:00:00,delivered,690.92,debit_card
ORD-000769,CUS-00324,2023-03-15 00:00:00,delivered,498.68,apple_pay
ORD-000770,CUS-00106,2024-04-13 00:00:00,delivered,647.27,debit_card
ORD-000771,CUS-00180,2023-06-30 00:00:00,delivered,483.53,credit_card
ORD-000772,CUS-00166,2023-12-22 00:00:00,delivered,242.13,credit_card
ORD-000773,CUS-00488,2024-05-28 00:00:00,processing,788.61,bank_transfer
ORD-000774,CUS-00418,2022-04-08 00:00:00,delivered,770.78,apple_pay
ORD-000775,CUS-00211,2022-03-02 00:00:00,delivered,695.63,credit_card
ORD-000776,CUS-00360,2024-06-05 00:00:00,delivered,211.0,bank_transfer
ORD-000777,CUS-00165,2024-04-28 00:00:00,delivered,612.76,bank_transfer
ORD-000778,CUS-00202,2023-05-17 00:00:00,delivered,468.28,credit_card
ORD-000779,CUS-00322,2023-03-01 00:00:00,shipped,369.81,bank_transfer
ORD-000780,CUS-00407,2024-06-20 00:00:00,cancelled,88.08,debit_card
ORD-000781,CUS-00384,2022-10-12 00:00:00,pending,750.02,credit_card
ORD-000782,CUS-00233,2023-05-15 00:00:00,delivered,471.84,apple_pay
ORD-000783,CUS-00397,2024-05-17 00:00:00,pending,88.12,paypal
ORD-000784,CUS-00326,2023-11-12 00:00:00,pending,296.2,credit_card
ORD-000785,CUS-00408,2023-07-02 00:00:00,shipped,186.0,paypal
ORD-000786,CUS-00423,2022-08-05 00:00:00,shipped,225.8,apple_pay
ORD-000787,CUS-00146,2022-12-12 00:00:00,processing,468.68,debit_card
ORD-000788,CUS-00437,2023-05-12 00:00:00,cancelled,284.84,bank_transfer
ORD-000789,CUS-00391,2022-02-19 00:00:00,delivered,93.17,apple_pay
ORD-000790,CUS-00429,2023-04-16 00:00:00,delivered,112.53,apple_pay
ORD-000791,CUS-00081,2023-03-28 00:00:00,shipped,15.53,paypal
ORD-000792,CUS-00104,2023-12-07 00:00:00,delivered,707.49,credit_card
ORD-000793,CUS-00082,2024-06-14 00:00:00,delivered,88.27,credit_card
ORD-000794,CUS-00129,2022-03-26 00:00:00,delivered,536.64,bank_transfer
ORD-000795,CUS-00085,2022-02-23 00:00:00,shipped,506.1,bank_transfer
ORD-000796,CUS-00359,2024-02-13 00:00:00,delivered,351.95,credit_card
ORD-000797,CUS-00361,2022-04-08 00:00:00,delivered,182.54,credit_card
ORD-000798,CUS-00068,2023-08-31 00:00:00,delivered,422.76,paypal
ORD-000799,CUS-00005,2022-01-09 00:00:00,pending,284.71,credit_card
ORD-000800,CUS-00441,2023-03-09 00:00:00,pending,118.76,credit_card
ORD-000801,CUS-00118,2023-01-28 00:00:00,delivered,588.65,credit_card
ORD-000802,CUS-00053,2022-11-17 00:00:00,delivered,706.58,credit_card
ORD-000803,CUS-00196,2024-03-03 00:00:00,cancelled,606.23,credit_card
ORD-000804,CUS-00329,2023-11-25 00:00:00,delivered,68.7,debit_card
ORD-000805,CUS-00005,2023-09-17 00:00:00,pending,143.83,credit_card
ORD-000806,CUS-00370,2022-08-07 00:00:00,pending,602.39,paypal
ORD-000807,CUS-00316,2023-12-05 00:00:00,shipped,690.07,credit_card
ORD-000808,CUS-00460,2022-04-13 00:00:00,delivered,605.67,debit_card
ORD-000809,CUS-00374,2023-01-29 00:00:00,delivered,771.15,credit_card
ORD-000810,CUS-00406,2022-05-24 00:00:00,delivered,232.42,credit_card
ORD-000811,CUS-00128,2023-07-21 00:00:00,processing,486.01,debit_card
ORD-000812,CUS-00146,2024-03-08 00:00:00,pending,36.06,apple_pay
ORD-000813,CUS-00338,2024-06-15 00:00:00,delivered,176.27,debit_card
ORD-000814,CUS-00261,2022-07-13 00:00:00,pending,322.52,bank_transfer
ORD-000815,CUS-00028,2024-03-13 00:00:00,cancelled,764.42,paypal
ORD-000816,CUS-00198,2022-04-26 00:00:00,delivered,407.17,debit_card
ORD-000817,CUS-00037,2023-06-25 00:00:00,delivered,789.7,credit_card
ORD-000818,CUS-00068,2023-02-01 00:00:00,cancelled,673.59,paypal
ORD-000819,CUS-00188,2023-07-14 00:00:00,pending,150.62,paypal
ORD-000820,CUS-00489,2024-02-28 00:00:00,delivered,28.1,credit_card
ORD-000821,CUS-00008,2022-09-26 00:00:00,delivered,46.26,credit_card
ORD-000822,CUS-00486,2024-03-19 00:00:00,shipped,412.69,bank_transfer
ORD-000823,CUS-00365,2023-05-29 00:00:00,cancelled,341.11,bank_transfer
ORD-000824,CUS-00206,2022-03-26 00:00:00,pending,436.2,debit_card
ORD-000825,CUS-00079,2022-10-12 00:00:00,delivered,258.28,debit_card
ORD-000826,CUS-00472,2022-07-28 00:00:00,cancelled,136.97,credit_card
ORD-000827,CUS-00201,2023-08-24 00:00:00,pending,614.13,bank_transfer
ORD-000828,CUS-00349,2023-10-21 00:00:00,delivered,258.48,paypal
ORD-000829,CUS-00374,2024-05-16 00:00:00,delivered,60.46,credit_card
ORD-000830,CUS-00474,2023-03-21 00:00:00,delivered,370.9,debit_card
ORD-000831,CUS-00029,2022-11-13 00:00:00,pending,597.23,bank_transfer
ORD-000832,CUS-00090,2022-05-03 00:00:00,delivered,570.7,bank_transfer
ORD-000833,CUS-00006,2022-06-17 00:00:00,shipped,763.12,debit_card
ORD-000834,CUS-00265,2024-03-12 00:00:00,cancelled,580.8,credit_card
ORD-000835,CUS-00191,2022-05-10 00:00:00,pending,628.18,credit_card
ORD-000836,CUS-00376,2024-06-26 00:00:00,delivered,620.57,credit_card
ORD-000837,CUS-00172,2024-04-06 00:00:00,shipped,228.5,credit_card
ORD-000838,CUS-00135,2023-12-31 00:00:00,processing,507.61,paypal
ORD-000839,CUS-00234,2023-06-08 00:00:00,delivered,58.52,apple_pay
ORD-000840,CUS-00291,2022-06-20 00:00:00,delivered,138.49,apple_pay
ORD-000841,CUS-00053,2023-08-11 00:00:00,pending,582.38,credit_card
ORD-000842,CUS-00380,2023-06-06 00:00:00,delivered,49.57,apple_pay
ORD-000843,CUS-00007,2022-09-08 00:00:00,delivered,385.34,paypal
ORD-000844,CUS-00472,2022-06-03 00:00:00,delivered,745.96,apple_pay
ORD-000845,CUS-00019,2023-07-21 00:00:00,cancelled,732.45,bank_transfer
ORD-000846,CUS-00336,2023-03-06 00:00:00,delivered,267.61,paypal
ORD-000847,CUS-00469,2024-01-08 00:00:00,delivered,227.94,credit_card
ORD-000848,CUS-00293,2023-01-17 00:00:00,delivered,409.1,credit_card
ORD-000849,CUS-00092,2022-08-17 00:00:00,cancelled,419.88,credit_card
ORD-000850,CUS-00489,2023-02-15 00:00:00,delivered,703.44,apple_pay
ORD-000851,CUS-00145,2024-03-03 00:00:00,cancelled,258.9,credit_card
ORD-000852,CUS-00284,2023-04-13 00:00:00,delivered,304.6,credit_card
ORD-000853,CUS-00289,2024-03-14 00:00:00,delivered,595.57,credit_card
ORD-000854,CUS-00238,2023-01-13 00:00:00,processing,777.91,apple_pay
ORD-000855,CUS-00398,2022-07-20 00:00:00,pending,721.85,apple_pay
ORD-000856,CUS-00408,2022-09-09 00:00:00,delivered,20.01,paypal
ORD-000857,CUS-00013,2022-08-27 00:00:00,processing,286.94,apple_pay
ORD-000858,CUS-00356,2024-06-17 00:00:00,delivered,761.53,credit_card
ORD-000859,CUS-00389,2023-11-05 00:00:00,shipped,681.47,bank_transfer
ORD-000860,CUS-00158,2022-04-17 00:00:00,delivered,430.9,credit_card
ORD-000861,CUS-00215,2023-05-19 00:00:00,delivered,778.46,credit_card
ORD-000862,CUS-00365,2022-10-14 00:00:00,delivered,49.46,credit_card
ORD-000863,CUS-00460,2024-05-15 00:00:00,processing,339.25,credit_card
ORD-000864,CUS-00235,2024-02-05 00:00:00,delivered,470.9,debit_card
ORD-000865,CUS-00069,2023-10-15 00:00:00,cancelled,324.57,debit_card
ORD-000866,CUS-00291,2022-03-05 00:00:00,shipped,535.02,credit_card
ORD-000867,CUS-00122,2022-10-26 00:00:00,delivered,682.97,apple_pay
ORD-000868,CUS-00202,2023-12-19 00:00:00,cancelled,592.25,credit_card
ORD-000869,CUS-00232,2022-10-06 00:00:00,delivered,73.63,credit_card
ORD-000870,CUS-00070,2024-03-09 00:00:00,cancelled,474.0,credit_card
ORD-000871,CUS-00055,2022-06-18 00:00:00,shipped,380.85,paypal
ORD-000872,CUS-00062,2023-07-03 00:00:00,delivered,772.24,credit_card
ORD-000873,CUS-00232,2022-11-12 00:00:00,shipped,223.03,credit_card
ORD-000874,CUS-00047,2022-06-11 00:00:00,cancelled,553.55,apple_pay
ORD-000875,CUS-00361,2023-12-15 00:00:00,processing,46.66,apple_pay
ORD-000876,CUS-00439,2022-12-02 00:00:00,delivered,86.6,credit_card
ORD-000877,CUS-00496,2022-12-31 00:00:00,shipped,418.07,bank_transfer
ORD-000878,CUS-00154,2022-09-24 00:00:00,cancelled,792.68,credit_card
ORD-000879,CUS-00488,2023-02-19 00:00:00,cancelled,369.98,bank_transfer
ORD-000880,CUS-00282,2022-09-13 00:00:00,delivered,377.7,apple_pay
ORD-000881,CUS-00407,2022-05-24 00:00:00,delivered,24.39,apple_pay
ORD-000882,CUS-00400,2022-08-16 00:00:00,delivered,170.53,paypal
ORD-000883,CUS-00191,2023-12-04 00:00:00,pending,751.0,credit_card
ORD-000884,CUS-00299,2023-08-24 00:00:00,delivered,735.18,credit_card
ORD-000885,CUS-00012,2022-03-08 00:00:00,delivered,723.46,paypal
ORD-000886,CUS-00415,2022-05-12 00:00:00,delivered,725.49,apple_pay
ORD-000887,CUS-00415,2022-12-06 00:00:00,delivered,48.52,paypal
ORD-000888,CUS-00026,2022-06-22 00:00:00,processing,355.03,bank_transfer
ORD-000889,CUS-00203,2023-05-24 00:00:00,delivered,315.44,paypal
ORD-000890,CUS-00089,2022-12-29 00:00:00,delivered,728.02,credit_card
ORD-000891,CUS-00144,2023-04-02 00:00:00,delivered,42.2,debit_card
ORD-000892,CUS-00316,2022-09-09 00:00:00,pending,246.66,paypal
ORD-000893,CUS-00452,2023-07-18 00:00:00,shipped,62.87,credit_card
ORD-000894,CUS-00197,2022-05-21 00:00:00,shipped,171.57,apple_pay
ORD-000895,CUS-00270,2022-09-13 00:00:00,pending,795.36,debit_card
ORD-000896,CUS-00407,2022-01-20 00:00:00,shipped,628.8,credit_card
ORD-000897,CUS-00246,2023-07-12 00:00:00,cancelled,395.47,debit_card
ORD-000898,CUS-00258,2022-11-26 00:00:00,shipped,227.29,credit_card
ORD-000899,CUS-00164,2023-09-04 00:00:00,delivered,38.0,apple_pay
ORD-000900,CUS-00399,2022-10-15 00:00:00,delivered,649.79,paypal
ORD-000901,CUS-00272,2023-01-02 00:00:00,cancelled,473.43,credit_card
ORD-000902,CUS-00499,2022-06-13 00:00:00,delivered,209.57,credit_card
ORD-000903,CUS-00137,2023-07-01 00:00:00,cancelled,636.12,bank_transfer
ORD-000904,CUS-00029,2024-02-22 00:00:00,delivered,466.92,apple_pay
ORD-000905,CUS-00199,2022-12-30 00:00:00,cancelled,793.36,credit_card
ORD-000906,CUS-00091,2022-08-31 00:00:00,processing,264.63,bank_transfer
ORD-000907,CUS-00358,2023-01-03 00:00:00,processing,37.14,bank_transfer
ORD-000908,CUS-00181,2023-08-05 00:00:00,processing,126.55,credit_card
ORD-000909,CUS-00429,2024-04-09 00:00:00,shipped,440.57,credit_card
ORD-000910,CUS-00252,2022-02-08 00:00:00,delivered,59.09,debit_card
ORD-000911,CUS-00113,2022-01-21 00:00:00,processing,390.22,credit_card
ORD-000912,CUS-00470,2023-09-21 00:00:00,delivered,648.06,credit_card
ORD-000913,CUS-00368,2022-07-01 00:00:00,cancelled,677.76,credit_card
ORD-000914,CUS-00031,2022-01-23 00:00:00,delivered,475.49,credit_card
ORD-000915,CUS-00397,2022-04-24 00:00:00,cancelled,428.14,credit_card
ORD-000916,CUS-00492,2022-03-16 00:00:00,delivered,568.06,bank_transfer
ORD-000917,CUS-00203,2023-08-24 00:00:00,delivered,279.2,credit_card
ORD-000918,CUS-00070,2022-06-11 00:00:00,pending,759.72,apple_pay
ORD-000919,CUS-00328,2023-05-14 00:00:00,pending,264.07,bank_transfer
ORD-000920,CUS-00496,2023-07-30 00:00:00,pending,713.34,debit_card
ORD-000921,CUS-00403,2023-01-01 00:00:00,delivered,537.44,apple_pay
ORD-000922,CUS-00090,2023-01-23 00:00:00,delivered,591.19,credit_card
ORD-000923,CUS-00066,2022-07-01 00:00:00,pending,16.41,bank_transfer
ORD-000924,CUS-00486,2023-08-10 00:00:00,shipped,682.84,apple_pay
ORD-000925,CUS-00495,2023-08-05 00:00:00,delivered,157.93,credit_card
ORD-000926,CUS-00472,2024-04-08 00:00:00,processing,188.4,debit_card
ORD-000927,CUS-00054,2023-05-24 00:00:00,delivered,274.97,credit_card
ORD-000928,CUS-00122,2022-12-22 00:00:00,delivered,146.79,credit_card
ORD-000929,CUS-00421,2023-12-27 00:00:00,pending,516.7,credit_card
ORD-000930,CUS-00229,2022-01-12 00:00:00,delivered,179.6,bank_transfer
ORD-000931,CUS-00035,2022-12-25 00:00:00,delivered,632.81,bank_transfer
ORD-000932,CUS-00001,2022-02-19 00:00:00,shipped,359.0,paypal
ORD-000933,CUS-00497,2022-06-20 00:00:00,shipped,402.07,paypal
ORD-000934,CUS-00180,2023-07-14 00:00:00,shipped,94.62,paypal
ORD-000935,CUS-00404,2024-06-03 00:00:00,processing,526.01,bank_transfer
ORD-000936,CUS-00116,2022-06-16 00:00:00,shipped,72.86,apple_pay
ORD-000937,CUS-00018,2022-10-29 00:00:00,delivered,265.19,credit_card
ORD-000938,CUS-00038,2022-12-17 00:00:00,delivered,712.03,credit_card
ORD-000939,CUS-00375,2022-03-18 00:00:00,processing,754.34,credit_card
ORD-000940,CUS-00174,2023-09-01 00:00:00,processing,716.18,bank_transfer
ORD-000941,CUS-00016,2023-03-18 00:00:00,pending,144.52,paypal
ORD-000942,CUS-00081,2022-02-24 00:00:00,delivered,274.91,credit_card
ORD-000943,CUS-00210,2023-12-15 00:00:00,processing,581.8,bank_transfer
ORD-000944,CUS-00277,2022-09-29 00:00:00,pending,236.0,credit_card
ORD-000945,CUS-00050,2022-02-20 00:00:00,shipped,463.84,apple_pay
ORD-000946,CUS-00252,2022-06-07 00:00:00,delivered,298.25,paypal
ORD-000947,CUS-00045,2022-10-29 00:00:00,cancelled,534.69,debit_card
ORD-000948,CUS-00246,2022-07-24 00:00:00,delivered,35.2,credit_card
ORD-000949,CUS-00327,2022-10-26 00:00:00,delivered,386.75,credit_card
ORD-000950,CUS-00158,2024-03-14 00:00:00,shipped,384.69,bank_transfer
ORD-000951,CUS-00136,2022-04-04 00:00:00,pending,442.14,credit_card
ORD-000952,CUS-00190,2024-06-25 00:00:00,shipped,304.98,paypal
ORD-000953,CUS-00023,2022-09-27 00:00:00,shipped,380.07,credit_card
ORD-000954,CUS-00429,2022-10-03 00:00:00,processing,63.39,apple_pay
ORD-000955,CUS-00357,2023-11-15 00:00:00,delivered,82.28,credit_card
ORD-000956,CUS-00414,2023-07-09 00:00:00,shipped,777.0,debit_card
ORD-000957,CUS-00117,2023-07-21 00:00:00,delivered,675.03,apple_pay
ORD-000958,CUS-00268,2023-03-05 00:00:00,processing,554.35,paypal
ORD-000959,CUS-00294,2024-06-21 00:00:00,delivered,388.87,credit_card
ORD-000960,CUS-00203,2024-05-24 00:00:00,pending,42.26,debit_card
ORD-000961,CUS-00462,2023-06-14 00:00:00,cancelled,463.62,debit_card
ORD-000962,CUS-00076,2022-05-04 00:00:00,cancelled,367.5,credit_card
ORD-000963,CUS-00498,2022-08-05 00:00:00,cancelled,166.29,credit_card
ORD-000964,CUS-00217,2022-03-22 00:00:00,pending,356.78,apple_pay
ORD-000965,CUS-00322,2022-06-01 00:00:00,cancelled,482.11,credit_card
ORD-000966,CUS-00467,2024-01-15 00:00:00,cancelled,67.6,paypal
ORD-000967,CUS-00285,2023-02-11 00:00:00,processing,271.01,credit_card
ORD-000968,CUS-00267,2023-04-15 00:00:00,cancelled,24.71,bank_transfer
ORD-000969,CUS-00320,2023-08-25 00:00:00,processing,628.62,credit_card
ORD-000970,CUS-00213,2022-06-03 00:00:00,delivered,459.78,debit_card
ORD-000971,CUS-00389,2022-04-13 00:00:00,delivered,456.71,credit_card
ORD-000972,CUS-00403,2022-10-20 00:00:00,cancelled,435.47,credit_card
ORD-000973,CUS-00450,2023-02-25 00:00:00,delivered,315.69,paypal
ORD-000974,CUS-00293,2023-09-16 00:00:00,shipped,44.41,credit_card
ORD-000975,CUS-00207,2022-05-28 00:00:00,processing,492.79,bank_transfer
ORD-000976,CUS-00206,2022-02-09 00:00:00,shipped,713.32,credit_card
ORD-000977,CUS-00354,2022-09-01 00:00:00,delivered,600.41,credit_card
ORD-000978,CUS-00460,2023-01-17 00:00:00,delivered,280.22,apple_pay
ORD-000979,CUS-00156,2022-11-15 00:00:00,delivered,676.63,apple_pay
ORD-000980,CUS-00357,2023-12-03 00:00:00,delivered,778.41,credit_card
ORD-000981,CUS-00069,2022-11-04 00:00:00,pending,362.84,apple_pay
ORD-000982,CUS-00165,2022-10-03 00:00:00,pending,342.17,bank_transfer
ORD-000983,CUS-00046,2022-07-12 00:00:00,shipped,180.94,apple_pay
ORD-000984,CUS-00209,2024-01-29 00:00:00,shipped,611.2,apple_pay
ORD-000985,CUS-00192,2024-04-20 00:00:00,delivered,419.49,credit_card
ORD-000986,CUS-00034,2022-11-15 00:00:00,pending,412.83,credit_card
ORD-000987,CUS-00400,2024-05-21 00:00:00,processing,705.28,credit_card
ORD-000988,CUS-00089,2022-07-17 00:00:00,cancelled,172.57,credit_card
ORD-000989,CUS-00128,2022-02-03 00:00:00,shipped,54.69,credit_card
ORD-000990,CUS-00361,2022-07-23 00:00:00,delivered,304.16,paypal
ORD-000991,CUS-00259,2023-02-11 00:00:00,pending,739.61,bank_transfer
ORD-000992,CUS-00016,2022-09-05 00:00:00,delivered,398.7,paypal
ORD-000993,CUS-00091,2024-06-10 00:00:00,shipped,475.7,credit_card
ORD-000994,CUS-00177,2022-06-17 00:00:00,cancelled,717.18,bank_transfer
ORD-000995,CUS-00426,2023-12-07 00:00:00,delivered,238.78,paypal
ORD-000996,CUS-00026,2022-06-16 00:00:00,cancelled,464.22,credit_card
ORD-000997,CUS-00439,2022-08-15 00:00:00,pending,191.71,credit_card
ORD-000998,CUS-00138,2023-10-30 00:00:00,shipped,417.93,apple_pay
ORD-000999,CUS-00400,2024-02-25 00:00:00,pending,21.98,credit_card
ORD-001000,CUS-00332,2022-06-27 00:00:00,processing,643.68,credit_card
ORD-001001,CUS-00130,2023-09-15 00:00:00,cancelled,755.26,bank_transfer
ORD-001002,CUS-00496,2023-12-28 00:00:00,pending,231.17,paypal
ORD-001003,CUS-00437,2022-12-24 00:00:00,shipped,212.82,paypal
ORD-001004,CUS-00155,2023-11-25 00:00:00,processing,662.08,paypal
ORD-001005,CUS-00300,2022-04-15 00:00:00,delivered,416.54,bank_transfer
ORD-001006,CUS-00495,2024-05-13 00:00:00,cancelled,308.77,bank_transfer
ORD-001007,CUS-00305,2023-09-16 00:00:00,delivered,249.3,credit_card
ORD-001008,CUS-00247,2022-03-07 00:00:00,delivered,790.86,bank_transfer
ORD-001009,CUS-00167,2024-06-01 00:00:00,delivered,220.0,bank_transfer
ORD-001010,CUS-00488,2023-10-30 00:00:00,delivered,162.86,debit_card
ORD-001011,CUS-00392,2022-09-04 00:00:00,delivered,647.26,apple_pay
ORD-001012,CUS-00415,2023-09-07 00:00:00,shipped,533.52,bank_transfer
ORD-001013,CUS-00072,2024-01-09 00:00:00,delivered,529.49,credit_card
ORD-001014,CUS-00133,2023-03-05 00:00:00,shipped,319.8,credit_card
ORD-001015,CUS-00299,2023-12-27 00:00:00,processing,655.57,credit_card
ORD-001016,CUS-00372,2024-01-01 00:00:00,delivered,553.76,bank_transfer
ORD-001017,CUS-00402,2023-05-03 00:00:00,pending,296.42,credit_card
ORD-001018,CUS-00433,2022-06-24 00:00:00,cancelled,531.23,debit_card
ORD-001019,CUS-00093,2022-10-28 00:00:00,delivered,384.56,bank_transfer
ORD-001020,CUS-00133,2024-01-13 00:00:00,cancelled,453.84,credit_card
ORD-001021,CUS-00485,2023-11-28 00:00:00,delivered,528.73,credit_card
ORD-001022,CUS-00182,2022-08-17 00:00:00,pending,699.07,paypal
ORD-001023,CUS-00404,2024-06-27 00:00:00,delivered,306.77,debit_card
ORD-001024,CUS-00151,2023-04-20 00:00:00,cancelled,107.46,credit_card
ORD-001025,CUS-00444,2023-10-12 00:00:00,processing,470.55,debit_card
ORD-001026,CUS-00037,2023-04-29 00:00:00,delivered,407.87,apple_pay
ORD-001027,CUS-00349,2023-01-26 00:00:00,processing,249.21,credit_card
ORD-001028,CUS-00446,2024-05-24 00:00:00,delivered,122.83,credit_card
ORD-001029,CUS-00176,2023-02-24 00:00:00,processing,715.88,paypal
ORD-001030,CUS-00074,2022-11-20 00:00:00,cancelled,576.8,apple_pay
ORD-001031,CUS-00042,2023-05-15 00:00:00,delivered,510.36,credit_card
ORD-001032,CUS-00161,2023-10-12 00:00:00,delivered,18.7,credit_card
ORD-001033,CUS-00108,2024-02-19 00:00:00,cancelled,147.36,apple_pay
ORD-001034,CUS-00082,2023-05-17 00:00:00,cancelled,614.4,credit_card
ORD-001035,CUS-00067,2023-09-22 00:00:00,shipped,512.29,paypal
ORD-001036,CUS-00220,2023-05-04 00:00:00,shipped,18.67,debit_card
ORD-001037,CUS-00103,2024-01-19 00:00:00,delivered,760.8,credit_card
ORD-001038,CUS-00388,2024-05-03 00:00:00,processing,164.6,bank_transfer
ORD-001039,CUS-00003,2023-10-04 00:00:00,pending,210.33,bank_transfer
ORD-001040,CUS-00450,2022-12-19 00:00:00,delivered,116.21,paypal
